UniqueIdentifier,Date,Amount
danamon-a73453077f5f9952966f2e971cb89ac2,2024-12-19,-98600
danamon-98901931c3c81fc4b77f8e4a5170ff09,2024-12-19,26400
danamon-d20ee85b25983fe057b741d114b6614c,2024-12-19,22200
danamon-7dbcba9c11a9f3576d7d0ba48d0b8a96,2024-12-19,48000
danamon-cd82f836ed7e2c62e090eacfe1e118a5,2024-12-20,51700
danamon-c8ac3acd5ca1b6e721e973aba4c70266,2024-12-20,96800
danamon-9e3d0057aa80445e1963f532048f7671,2024-12-19,19900
danamon-5544fbe0642f2d017ff0b1b1a16e9c7b,2024-12-19,26700
danamon-75e26036a06a21b5e496aa400d945c77,2024-12-19,38200
danamon-2b92752a942fc56e3c1672d0ba0b4e62,2024-12-20,21900
danamon-00860b362d28374f74faf76dc3d8c812,2024-12-19,35700
danamon-bb2e7fa5b293f426814c53f0baaccfaa,2024-12-20,86900
danamon-df736665a18186e8fdb4bfe382acbad1,2024-12-19,-66300
danamon-de17b5f801fd3ececed08e8b9c6909d9,2024-12-19,8400
danamon-374f61f02704c4239d7a381a735be648,2024-12-20,-31100
danamon-87c806a2707f673cc80d1d6adbbf1ec5,2024-12-20,-91300
danamon-2f08bb0028f5bbd2cd9f56f6805e873a,2024-12-19,73300
danamon-cf8237e1b57dbb4d8d9ab0aa4997bdb3,2024-12-19,54700
danamon-8cda857ee0967d6d92b2ca40ff3d5d54,2024-12-19,62600
danamon-3accb89bfbca903f09569c5844762057,2024-12-20,38800
danamon-0aa82ab9773d9eceaf8b038cc2a7a987,2024-12-20,1700
danamon-977e0e53c6a6166e2161787885151c58,2024-12-19,20000
danamon-d2d24072418bde10946dc24d6ac21cfa,2024-12-19,3400
danamon-971dc9153bbbcb88b3d6cd085c886851,2024-12-19,10100
danamon-a16799758683041e87a8e06ba93789f3,2024-12-19,44700
danamon-6f0bcb17db129a36f1216a1bcee56d95,2024-12-20,36200
danamon-c4bcdac997d8dd6ffeee897f47d79c5d,2024-12-20,-62400
danamon-196cee826769acff86648e4b16cf7b41,2024-12-20,-83000
danamon-7ceb2dd44f028f5ad57564b078daa68b,2024-12-19,87700
danamon-eb12e34ba9c0f655a97e384e1a173e1d,2024-12-20,-40200
danamon-241c729e4955457728f32e2f844323bf,2024-12-19,-41200
danamon-544222d8cba0201b02b9be5aceb05fc0,2024-12-19,48600
danamon-0b64e66c068856799428c03051cd4ecb,2024-12-19,94800
danamon-b46df1ad3c8144220c3a6ecd1d0acf0e,2024-12-20,37500
danamon-30009e910bfb506468b093e8fbd5b4ae,2024-12-19,-5100
danamon-e38470538f1259c6acf42708c96df389,2024-12-20,-10800
danamon-ccd7b89cbc14f43a8f1ebdfbe3e6bd4f,2024-12-20,19100
danamon-f8f0d302a977c617fa86d6829ec0e239,2024-12-20,6000
danamon-b2a723cbaa27062488cb041eafad40c7,2024-12-20,10900
danamon-9e4ae31ab6b5c7d8adefb1ea6dad3159,2024-12-19,99500
danamon-dda16f1ca8c26db763f31272448ea9d0,2024-12-20,-61100
danamon-eca45139b4e9acf3a57bc3b9c66f0a88,2024-12-19,13800
danamon-e516b9bb12eca2cba13ebe85af9e47ab,2024-12-20,49200
danamon-69a3de46efa2ff6b2fb210fcec75661e,2024-12-19,15200
danamon-496533aeb5e94ff1d9fac09b1c70e988,2024-12-19,3000
danamon-9145c8ffe309fd7652609e0b8d4d721d,2024-12-19,53400
danamon-5b58a5a900a6ce089aeccaa9ee5be0f2,2024-12-19,5300
danamon-c425e0ab5012907101ed5a35b0592f6f,2024-12-19,11600
danamon-bb90d553de0e1b0fb9de8c9823afcaa2,2024-12-19,-52700
danamon-facbb3e2c530a8e3ec9e3e2068a08567,2024-12-19,45100
danamon-7a78d8b1eaee9299c0c7c26ee4a7effd,2024-12-20,39700
danamon-4c31ec705ec1df8bca120bbcc80292c8,2024-12-19,91700
danamon-d40fce816c215972f3e762cbdb487376,2024-12-19,43000
danamon-55b0a482b6c2aac3c56aa0cab640f5f7,2024-12-19,37900
danamon-af380a7ce7091c4f891582a17f299768,2024-12-19,-31600
danamon-20d3ff66a7272cfce913d46162b29366,2024-12-20,60300
