UniqueIdentifier,Date,Amount
danamon-b40e4d4781d4774b0faf1702bf0290c0,2024-12-17,49300
danamon-fa80920b09bd77725d07a0f812872c16,2024-12-16,65600
danamon-8213993c9c91aaf2a645d57d7be11ede,2024-12-17,42100
danamon-25b7249551695a672c45b6e90fde5f22,2024-12-16,31000
danamon-4493d502a668eaa9a4a5e99929fbe7de,2024-12-17,27500
danamon-ce63dfc490c2a12f0633505ef880f14b,2024-12-17,-85500
danamon-cb559bf5e8227aa34ecb41f491842b6c,2024-12-16,-33100
danamon-0878c7d70b435755758825edc44e9b4e,2024-12-17,-92900
danamon-137ccede6b2dc3ee260b4511ed9f2336,2024-12-16,-66900
danamon-b9f4f04525421015eba102f794190d9e,2024-12-17,33800
danamon-54fc732b35310f434b5c9936a0b7c048,2024-12-16,99600
danamon-4b06161157c521a461332450a766e68e,2024-12-17,70000
danamon-839167bcc5a7833450402f17be402e58,2024-12-17,13200
danamon-594fb47a3a08b377c2ca0478ffc0c99b,2024-12-17,78400
danamon-26290fbfc5d03d3b3089597bd992fc1c,2024-12-17,-57400
danamon-d38019f8e1b51a6a2979cc30b6648031,2024-12-16,72300
danamon-dade2fb89e2939da55219138d9598c82,2024-12-17,33000
danamon-410c21bb8cfe03c6f448fee45569e004,2024-12-17,78300
danamon-721daac3f1fa65b669e534c55c827f3c,2024-12-16,4700
danamon-f4d46b59ce7f0e9406f571d9bdfd3735,2024-12-16,70900
danamon-a92f2b79cfdab5c48ea28343138263e8,2024-12-16,36500
danamon-e435151cdf272aaf14ebc48051d846f8,2024-12-17,-70700
danamon-f0616701bc55eceea03513c00d58665e,2024-12-16,30300
danamon-f0d6686ec3da52a795e89ffcb584344e,2024-12-16,15600
danamon-a6d0af4a923928a9c24651917929297f,2024-12-17,28900
danamon-2af4a92a23a59c164e171e3937ce2c3f,2024-12-16,-11500
danamon-e9cb9af1a899fb84e28e15cfe65dc534,2024-12-16,71600
danamon-c29024c782c06a9564fbede90c467359,2024-12-16,89600
danamon-0badcaa3695624435e9e83adc8675fa3,2024-12-16,1900
danamon-255352c23800340478721e02a7a0dcb2,2024-12-16,1700
danamon-c31c3150388ef2df8533bbf1a9cc0d18,2024-12-17,55300
danamon-e7480d69db35539ee2bbe7c58c6339bd,2024-12-16,19300
danamon-ed2b70510b77bf968434db4bfa22b3f2,2024-12-17,93300
danamon-f90efb5ed2f5b788595cfa73f3d69716,2024-12-17,4900
