UniqueIdentifier,Date,Amount
danamon-65a34c19d693c0f0ddd7f7b232b6cd1e,2024-12-02,52000
danamon-03431525bd46fde636a42090f002e076,2024-12-02,90000
danamon-c1509fbf775743e59c5442c662e05950,2024-12-02,87500
danamon-e1b8fe0e7ba59ae97358621704c108d2,2024-12-02,94100
danamon-6de5f6aa486bd31c854578a0e9ece64c,2024-12-02,39300
danamon-097b655d3321dbedf40c6b091289ea1c,2024-12-02,17400
danamon-a49a501b817128de06f236970e4a570c,2024-12-02,3000
danamon-2fea1d19b93deef743650c02c64fac3b,2024-12-02,69900
danamon-435c0e4d0ac8b7335305caaa2a17f9c6,2024-12-02,-17200
danamon-9ea305b3362aecb95d95a648b3a5bb66,2024-12-02,-26500
danamon-4826d78b6031b4614a6ffe7c011f06ed,2024-12-02,45900
danamon-8ece844fe4a348866db38c7641ddf9ee,2024-12-02,78400
danamon-ea8c2a7d1917f0e9ad7f39f742b712b2,2024-12-02,57400
danamon-6d024c7898a1fa03decf7bc9d060ee3d,2024-12-02,23900
danamon-713d5f8fe1e0501629ff553e3ea5d012,2024-12-02,24500
danamon-53307ba68043a85c094c01645a1a9a07,2024-12-02,31800
danamon-91a7a702945afa61fc1fc13d06d48889,2024-12-02,-70100
danamon-8bdbb948eeb022ac440de3088295aa1d,2024-12-02,2100
danamon-31fd0fd28a78121373df6a2202f52986,2024-12-02,-92600
danamon-8618efb06d3896296602203dcbafa1dc,2024-12-02,1800
danamon-9814872e14bad67154b03f465f05338c,2024-12-02,88600
danamon-31a9f495c9a7717a9795e5ec25d4ddcd,2024-12-02,26700
danamon-a4ea71907ad6cf41cceb5f31ea127e93,2024-12-02,46400
danamon-43e10274ec99416ca167b257250e60b0,2024-12-02,-76300
danamon-37fbb3fe796c80c7111069d9340a759d,2024-12-02,28300
danamon-42c2fd8f1a26662c04697b3d8dc25deb,2024-12-02,17600
danamon-c421ea1ec450856a9afffcc93395f59e,2024-12-02,57200
danamon-1bf8c1a62553fdf50beb1795898b6eaa,2024-12-02,-72400
danamon-4133c720a3403b377ed24c027e50cd13,2024-12-02,99600
danamon-650211c97c7b68c43f2002003531edb2,2024-12-02,32200
danamon-318948b1bbe8f2397f89af093a39030b,2024-12-02,45600
danamon-ee22839e64becf865346584465db9d18,2024-12-02,-9800
danamon-59acedacc2e5c0ad3c360e26aced79dd,2024-12-02,-6800
danamon-3e8362c79e51b36062c3f9d12c785bbe,2024-12-02,-94000
danamon-7688b60c2a5b1c01c95aae4b2e55b1db,2024-12-02,-37000
danamon-7848c9786cc9fa628e926b99b1108df6,2024-12-02,13300
danamon-2b27e61dc10a75d74a25ebc8a89db874,2024-12-02,-37700
danamon-b5ab7e8a04765ac986a22eddeba47e02,2024-12-02,9000
danamon-fc5d348aeceb067b593527d261549178,2024-12-02,53400
danamon-b8327314166172edb6c352135e7e1c2b,2024-12-02,-66100
danamon-57bec35b0ae460b8b10eed20fb4a0dac,2024-12-02,84800
danamon-b08e85313e33cf907f8cc117f0ae1a1b,2024-12-02,-19300
danamon-86138228b3d30a64f6767c8de7e74c81,2024-12-02,-43500
danamon-f062a6f8c4795ba70597f1029514a8d5,2024-12-02,95200
danamon-a26c035cb9daf6ba57f6c5b35e7aaa3a,2024-12-02,-49900
danamon-11d56c4148e895aac8e01e6679fd9554,2024-12-02,64700
danamon-1c194699ab0b9604953bbdb0af6ede25,2024-12-02,38300
danamon-0998a19e12babda4e423cf0816bb2734,2024-12-02,40900
danamon-b16c7f4a238119524e54f3ac20fca49a,2024-12-02,-13300
danamon-f41ca1ee9102af9a7cd084e3475013f9,2024-12-02,16400
danamon-9b1a56c0a180bae7429d07d6ce12effe,2024-12-02,34100
danamon-a81a2a40e727d2a39cdc8ae4a378320f,2024-12-02,45800
danamon-2488717dd61536608b30ba3692c42484,2024-12-02,-30800
danamon-ecf6a70b269e516255ff09b5148c4fee,2024-12-02,21300
danamon-7351d6b52c5c928c76ca5804df2f70e6,2024-12-02,72700
danamon-34f62e3aa81f03e25d8ecf6400e3eded,2024-12-02,65000
danamon-b961cbc9394a2d587afe70c4033fd236,2024-12-02,86100
danamon-39c83213c1a6c13194cf54c8a3c1ab36,2024-12-02,92900
danamon-4747e7f9449d658e8a5d7776df7f75be,2024-12-02,8600
danamon-77aef1a52993df7973d0d179bdd94860,2024-12-02,-77900
danamon-2db99b5b2b9f8601f5e38eb74e57b197,2024-12-02,38200
danamon-db6816e4a8c833cc29fe21d43799f058,2024-12-02,51500
danamon-94795b9fa5ad5e80d7850024f5a6daf5,2024-12-02,50000
danamon-406a245211beeea9d6e7a869fcdbea77,2024-12-02,73300
danamon-87f600d75597df0e231540190dc3e1f1,2024-12-02,32100
danamon-ff74188d72c6ee70b511e233e27ad6ab,2024-12-02,3300
danamon-8a6ca3b0d4d63d29faf23bdff783b9ad,2024-12-02,-71000
danamon-9fbb008cefb29adbf6a96c175ecbfba3,2024-12-02,35700
