UniqueIdentifier,Date,Amount
danamon-be8f778b24fae662b997602d4dbf8feb,2024-12-11,-44900
danamon-cfb49571eec2488d0dfbc26ad6853f3b,2024-12-21,52500
danamon-7dc5500bdeefd687450e5b3f68c00b30,2024-11-01,91600
danamon-8c7c7648247a7b149008a452be12bafd,2024-12-07,95900
danamon-780984a8bb34b14249f41eaf42c155c7,2024-12-24,73500
danamon-054f4446d0f58da42f1b29d82287e373,2024-11-30,5300
danamon-27a705a80111de6dcdc8f149cb01ad96,2024-11-17,-99400
danamon-d06af26fa958d1e7be4e84318e7e100d,2024-11-29,-29000
danamon-30b5eb6cf8d6a16afba0c041f179c0f6,2024-11-24,49300
danamon-c5ae43d556129efc9f61b06856318f80,2024-12-22,18300
danamon-34895b0470142c1e74ebbaf2e77962d8,2025-02-02,-52700
danamon-95b2f7b4df172d934da743e1521a217a,2024-11-02,93800
danamon-3042c9288bde3f8bd7891b96e33369c6,2025-01-07,74900
danamon-efd341b59f2f7f30f1df317e0873cc19,2025-01-19,10900
danamon-340e70973a8cb1e9d8d8e93e16fdebcc,2024-10-27,95500
danamon-dc4c2d50e2f5a0b6f3876fc07e8d5e46,2024-10-26,-66900
danamon-b3e1107603208a6cc94196ac93565888,2025-02-15,24000
danamon-d5a0aab1e7a04649910bd880c5f58160,2024-11-27,34100
danamon-c1a565ca4e09b3c9362c6ad53885181b,2025-01-13,-43000
danamon-cadfb6322eacb9de70f4f6e42a14c024,2024-10-29,-65200
danamon-0997140f11c2b555ef0dcfcc29176137,2024-11-28,10500
danamon-1add0183d468b7f791345f5f683358e3,2025-01-18,-3400
danamon-28bda64d542ebf433bfa97102c623606,2024-11-27,7400
danamon-cf43bd0de732f36f2716be4b1cf60f9c,2024-11-21,23700
danamon-f3b031ce928d7f09666779190eb16f58,2025-01-09,56900
danamon-7a796d06555748840a4e4d373c03a4bd,2024-12-14,80600
danamon-56511d2b2770a4f77aa9d409d10dd212,2025-02-03,82100
danamon-03f8f006cbba9662743a661ae9ebc027,2025-01-14,78300
danamon-256b53bf39e624bed5d7233bba58181f,2024-11-07,-67000
danamon-a887c319c167e33c751164c85ed4d126,2025-02-12,-19000
danamon-150c3bb0a4e1a7c9c6ef7a8cf689dff7,2024-11-28,33300
danamon-21bc50dbc820431fa68aeb215b27534a,2025-01-20,34900
danamon-3836cacb479b481041fc71ae730e447b,2025-02-16,57000
danamon-21a6c85ab658bb82d450dccc7f2221e3,2025-01-25,30300
danamon-38b5f72ae6454555899ac1ab326d8799,2024-11-08,11400
danamon-a83a87a397e28576bdd7dd050070c734,2025-02-17,83100
