UniqueIdentifier,Date,Amount
danamon-b429eb7092021f60d720c74943a487f5,2024-11-28,9500
danamon-936abdec6502243b33d7f85426611e78,2024-11-28,14100
danamon-8459a741c0723828e04019b71a56182d,2024-11-27,-98100
danamon-d0b3deda90ad988e9382b193a764e02e,2024-12-04,-16000
danamon-432b8ae96bfa3f32a0bc48616703c8a1,2024-12-11,54600
danamon-f9b08209a701572ddab92e07c0e08516,2024-11-19,68700
danamon-5da85bdc926ade3bf152f64d491aaf09,2024-11-25,25900
danamon-2beb2654ec78827070117c037f8ed4a7,2024-12-08,38800
danamon-33dc2bf4d5863647ffc4f284e4c5b583,2024-12-04,-4700
danamon-c8c4060370d36d12cc9bfb51a6acd543,2024-11-22,21000
danamon-9be186dcf275b949ec962d2f16225755,2024-12-01,93600
danamon-5ffbcf4084e9a87b579d64ab0c014d8c,2024-12-01,-35300
danamon-5e1b22a17111d56763a2b4c8b45b7e2c,2024-12-05,84900
danamon-5df02c24594cac8bc000cc08f5a8027a,2024-11-24,44400
danamon-eb3f0d3b9cdc341430adb5a209167167,2024-12-08,-64100
danamon-2b20428d2daa5269c0c6e632f1da2b96,2024-11-23,22600
danamon-38d5e47144e1128cb4f26e03b80b2af6,2024-11-21,50200
danamon-0d93f1f78dff6a1b2e832b4adff775e4,2024-11-30,-41600
danamon-efd8ecda5eafd405c372aeac389d43f9,2024-12-02,-78300
danamon-1c7bfbec920a858470b81de0a2b6f8bf,2024-11-20,-28200
danamon-7bb7267c8e6228801ecfc13b0491c0ca,2024-11-28,12200
danamon-b703e1e4c961322b350f1d3b2517372e,2024-12-04,-25500
danamon-720837a25d57ecf06ed4fc8c466ff16d,2024-11-29,29800
danamon-b128539fbab0eb138074906856358b9b,2024-11-23,-41000
danamon-e1321dbea25df22abea0afd13f56e5f2,2024-11-27,57300
danamon-fb2f449684d2e566c10ab8a58a3ce3a7,2024-12-05,-58100
danamon-ab4dd69bb20bd163a9100eb4d6901873,2024-12-12,65300
danamon-ef518241f8f95dba23a6bbc0077b261b,2024-11-23,-98800
danamon-f6a2f85954f7b881eaa28944bd8f169a,2024-11-26,-48500
danamon-c0c96680bab9c940b1d603df5e3112d4,2024-11-27,-49500
danamon-05dab7a444895ebafe5be76310dfeaac,2024-12-10,-39100
danamon-5bb0ba84bd88a8506710d322271bd87f,2024-11-19,-72700
danamon-31178fcb045ef11aa0e7d6852dfc4cbb,2024-12-10,84400
danamon-ac9a8e901342f231c06e910d2ea61bdf,2024-12-02,22900
danamon-fa2684c12d7a23f896afdbce90a4745a,2024-11-23,53900
danamon-00463ea8e036b5e3708445c5264abb95,2024-12-01,71100
danamon-6287e10f619404c5d832fd19b15aaaf3,2024-11-26,87900
danamon-5a458757d8623c43d3bd97b2457e51e2,2024-11-17,8900
danamon-567e04e315ec03f46aa967a430c6ca29,2024-12-15,95300
danamon-86c9223e467e99ea6bbeca63529b723f,2024-11-27,-25600
danamon-a1327b2bb18b731b1a916f212a0144fd,2024-11-25,33000
danamon-9c9603c628a4a070663346e6c7ecef33,2024-12-02,-91900
