UniqueIdentifier,Date,Amount
danamon-3748eee487e48d6f0eb99e966077127a,2024-12-02,44800
danamon-a2d65109d5cbc507f39beabca51335a5,2024-12-02,14300
danamon-30386334852bc6314dec5c078b4351d7,2024-12-02,39000
danamon-f0bea601c28885ad5ff1509b745869ea,2024-12-02,78800
danamon-6f0b4673ed3035ef2fd4f6f60a9abaea,2024-12-02,33000
danamon-f08a7f60eaade7628b7957eeb9312a77,2024-12-02,72600
danamon-96902405b49fcd1be786e0b24cec78e2,2024-12-02,19500
danamon-494d3802b7bca8e3843e2ca770b3e3a3,2024-12-02,14200
danamon-6c583385e6b214310caa7b1d87bc6de5,2024-12-02,44300
danamon-fe5321f496c39eb4df92e77b211d53a8,2024-12-02,47000
danamon-f3a6da41e86463dbd0514bfad64db647,2024-12-02,-16800
danamon-4e1ea4f04946107cab371cee482f86fc,2024-12-02,23100
danamon-b4f01f7003fb2507901f3f2afeb8d20d,2024-12-02,53400
danamon-d0319104383b4ff8f380357deada1912,2024-12-02,48000
danamon-96343bc23b8f3489c7fb74779c06662b,2024-12-02,-6200
danamon-b9720caebd70e41af9ff66a23007afa2,2024-12-02,-39300
danamon-358797f49f8e1289446a20d2ec7ed138,2024-12-02,9100
danamon-5fcbca43f27d893892e5a381b5432a88,2024-12-02,89600
danamon-f21515bcae2eb9656fe92902653bc828,2024-12-02,-2000
danamon-0fae639786e1f35b65b5df334a1a2630,2024-12-02,78600
danamon-c66d8081f6d1876cf7a560f1cd2fb382,2024-12-02,76100
danamon-175c9e67d2684a43d121a0e418a4f88c,2024-12-02,88500
danamon-903b055822d11073d33972c8b07f3841,2024-12-02,46300
danamon-02826eb68860036c0bd31f65a25fc122,2024-12-02,32000
danamon-e0acf5621bc2d452fa90451925654517,2024-12-02,-54000
danamon-c59c94806d2d8492c5c47c515d4ea8db,2024-12-02,-39300
danamon-32f42ed324fb3134aaa1487f05f146d3,2024-12-02,33000
danamon-82071612e414b77a13a4714c16b40ed3,2024-12-02,-68600
danamon-19f89a1a7d32d337a26644aad9289768,2024-12-02,80700
danamon-551c7fbc4617f9566093cf596c3956cb,2024-12-02,44300
danamon-ff081aa923effe9caff8fbbb6ad9fb93,2024-12-02,14500
danamon-0d3e2a3b1090961e4502e6f100c6809f,2024-12-02,71300
danamon-539305d1df7b2991ee681d90a302e838,2024-12-02,77700
