UniqueIdentifier,Date,Amount
danamon-628f1e36ee95bbdd6e823b3ac53151f9,2024-12-11,77000
danamon-3ecb3d875df76fc386168c8c8ca4db4d,2024-12-14,5900
danamon-bee666f279a563f3b599c977cf5705aa,2024-12-14,5900
danamon-ab8356eb3f65cfa4f208de44034e2b45,2024-12-11,99600
danamon-75b822b7c1fe69c6c6847a5bc1d88e07,2024-12-18,20400
danamon-24df10ebaac272fdba24c9905a1ea909,2024-12-15,57800
danamon-f3e4b3e0ef21b802a0ae205d2d680c4a,2024-12-16,54200
danamon-82fb65e17a24783190a40f4f13bc55cf,2024-12-21,47700
danamon-2ecd509ea3d162b3fe5b7e9afcd36102,2024-12-11,62400
danamon-79e9e9959afba0abc39a982080a959cd,2024-12-14,84000
danamon-8de3967131f71a1c3b980f181b58f047,2024-12-20,96100
danamon-68c44db28851d3db8a59ed3f2251deb0,2024-12-11,-99700
danamon-c4a2e94d43bf099f8ec85cbe5d0f95ec,2024-12-16,-99200
danamon-1a9c03f90de08fba5f731035f4ed6c00,2024-12-18,-84300
danamon-354fd62ebb86332ff353d5dfdc440e19,2024-12-15,71500
danamon-000026226aa8fc4f72f19e5387f0b7b0,2024-12-18,43800
danamon-436c92b33e8d24316084ad101a66c3f6,2024-12-11,48700
danamon-30c89d70493f85483d78142eb488f10f,2024-12-15,56400
danamon-1bd41f677f729045457d4d125ce7e63e,2024-12-17,7000
danamon-29e17ae4e2a083cfe382707a484476f9,2024-12-12,58800
danamon-7fb8f38254122baf2f57def6884c5f11,2024-12-15,91800
danamon-70024d063e269c9829102f20b60a0437,2024-12-21,22000
danamon-4fdd90810766665c91e9f14515b13222,2024-12-14,8400
danamon-bf5534836e27d2aae8d0eab6ab88c929,2024-12-11,26000
danamon-c716f49cb9d7cd1c468d243b8ec39e8e,2024-12-19,88800
danamon-bb021b2059b7f88c05c1f71434cb7942,2024-12-15,20500
danamon-739bfc7647bae169142b64bb22874555,2024-12-18,-3700
danamon-2a55c16faedcc6e6316c8f3a0e33446c,2024-12-12,3000
danamon-d5b9ce82248bed1f2380333415e5ca66,2024-12-11,-43300
danamon-8f622ab9b0c21d8243b59ceacf10f4f8,2024-12-16,9900
danamon-675c56997082c8c1bbd1354f81131280,2024-12-12,60300
danamon-4513030194568fcbfb4bb48b15225e1d,2024-12-19,79000
danamon-6f3650706e2df6ebe2d6db106f28f791,2024-12-11,35400
danamon-60389000b2f8ebeccd056b743c10a298,2024-12-16,55100
danamon-4e5d3fdc4f20ec555d73149eff722514,2024-12-13,23900
danamon-f43969d9c8d87044c9c2f58e96b93a80,2024-12-15,64300
danamon-4fb464804f978c738f9ad1531ea8cf57,2024-12-15,-64600
danamon-fcfbe1040b8d5fa7d90867e83c4b6cef,2024-12-18,28400
danamon-18d22aa1eab893dcff8fa3872d102553,2024-12-16,-56300
