UniqueIdentifier,Date,Amount
danamon-f24f1d7770a268246e4346fe58875a15,2024-12-14,-82000
danamon-cea4b5b3e9b6336af17a93ae8ed1096e,2024-12-07,18900
danamon-0ba8157b623fce8b9745e7bf0dd42505,2024-12-14,82500
danamon-34c0806c7fd410f289d113c6fed3ca40,2024-12-05,53000
danamon-ae08b24089a448998da21bcb48c40ec4,2024-12-12,21300
danamon-a127d92b0bd81a137832f247fb5be064,2024-12-09,31300
danamon-ee4528a87889dc613f9d9d157d1ad28f,2024-12-13,56800
danamon-c03d8b4523bbe8eb0b9b3e45caf9ec6e,2024-12-08,99900
danamon-21fa1bba16fa8263f0fafe3e6c659b71,2024-12-12,-93400
danamon-049ae5bfcb63663d8bac9c811919a7fe,2024-12-05,89200
danamon-9ca4690dfaa86594434db734fcd10cbe,2024-12-08,42700
danamon-4cf7640ebd086205e2518bcff2bd906a,2024-12-01,84200
danamon-215eeb711fc93effa3c0baf57291f9f2,2024-12-07,34200
danamon-e4b184270161f00424363666882a85a8,2024-12-10,60700
danamon-cf431e91e25648c4153cb754f2bb6b66,2024-12-03,75500
danamon-88559adc5639042c39926c84b22091c0,2024-12-15,6900
danamon-ca3f9d95a008d9082366af995992a855,2024-12-10,80500
danamon-e9c9cf264440183724f837918c5e2e37,2024-12-11,-80000
danamon-496ef36f4062ba87bd11304a254ad2c6,2024-12-04,-85600
danamon-929bde3186e59da7f30c101144926bc7,2024-12-06,21500
danamon-1b896157b3160fcd8fc9e22945ab9686,2024-12-08,1500
danamon-7fd29d33d8b632da3cd950362c1b84b3,2024-12-07,55400
danamon-674514d6e8999143f671ba80b2556649,2024-12-09,50100
danamon-eaf38647e528cf35ecef42a9b55f067b,2024-12-12,60400
danamon-9f12ea4c6fda52e8f0a804c7a6012054,2024-12-08,-67700
danamon-2319efeff3658c145040741195314d98,2024-12-09,16000
danamon-9d1ce61d870553de58073bb218590d18,2024-12-13,28500
danamon-5374ba9acc9fa4e109654a54007aca53,2024-12-01,-88000
danamon-6eece217efe5e7dbf5584a6e302b7099,2024-12-04,6400
danamon-46b580a30712cc6619f12d7dda07be2b,2024-12-14,-16000
danamon-0a5d24f97d42d9f329aa3f2e833b678f,2024-12-05,8700
danamon-1ac01f40655035c65a6ce1d05ee83b4b,2024-12-05,83400
danamon-e7b299aa4003d105ae8015317e152f0a,2024-12-09,54200
danamon-9d8813a87a5d49d48567c5db3c885c46,2024-12-01,-95800
danamon-964adb81a801c46897ff513ac45ab998,2024-12-06,17000
danamon-581a75b02235671534605b5d53483feb,2024-12-06,10700
danamon-9b1cf52ad8e2f1c723cd71f2016bf26c,2024-12-05,53200
danamon-e3e5f81a648292f324b6682bbab7f20c,2024-12-14,87200
danamon-df20a2f5965006efa2ac26c6055c6472,2024-12-13,83300
danamon-3af822feb954a0b2eaccc16b50485e0c,2024-12-11,48900
danamon-99732081925c505f4971f9df0aa6ba96,2024-12-06,8000
danamon-488a7bc6730c98b17a8e88d6792de0fa,2024-12-03,69100
