UniqueIdentifier,Date,Amount
danamon-986df8ff2e40f793b1d2466feac3e21f,2025-02-28,-37900
danamon-a55a1664f3991e9cf82120220dbf319b,2025-02-28,89200
danamon-269a6d1fc3b43a010ef20fe1d2ca273a,2025-03-07,19300
danamon-2d45cc3d3b2da56d40f15a433e1b43a9,2025-03-05,37700
danamon-a1baf0675929adce7eef68a9159160ac,2025-03-04,63700
danamon-1005cf46e21d26e497c07f1620164f37,2025-03-08,-43900
danamon-bf4fa1f3c567bbd035c5e7cdba9bf413,2025-02-27,79600
danamon-9fa1fd64b9c15c30a745ecbd5bf91410,2025-03-01,88100
danamon-d27eccf574b9fe73bcb775d23478e1b8,2025-03-07,-26800
danamon-33b48792cff8149a3d82bd17a2342c84,2025-03-05,-95100
danamon-f36d2c712f23bf268cbf9012a81e22b5,2025-03-09,-98100
danamon-86d359582be2c27a7909f58af1fca682,2025-03-07,-91500
danamon-5886abd4a2792d03ef525f4d16025e6c,2025-03-09,4300
danamon-312f5c4b5725a00b6accab3174202317,2025-03-04,-53200
danamon-ff7b6766ddb930b32a5bb1defb30e462,2025-03-04,99000
danamon-a968133d4109106fc9d938b9106de625,2025-03-08,45600
danamon-7b2bff6ced7dc431514579f0dd9bff00,2025-03-05,61900
danamon-d1b79e827138e92a113b2a28d2e84727,2025-03-05,-18200
danamon-34d0f0d940ca5416b6ff7a45fd1949d2,2025-03-09,-84000
danamon-a1fdb1369a4dc6ba649303bb517165d3,2025-03-05,-90400
danamon-930d887fae40e752b3e005ac4c81a8a8,2025-03-05,-80700
danamon-03255a55557ba572051f87fe67cd77e8,2025-03-04,-77500
danamon-ee76501d23cbddd452ff6130e06966db,2025-03-04,-37100
danamon-53b427cbbc28925d53f0dd293071f3e9,2025-02-28,87100
danamon-4b0baddddcf41bdfa1456967578846c5,2025-03-06,-21200
danamon-f2db62e0ecc6516612fb0a920a538cbe,2025-02-27,96600
danamon-602cdf546cb718a4cfe93e6493bf76d9,2025-02-27,81900
danamon-caa70118e6231d76fcf882c6ac6c0e4c,2025-03-09,-86300
danamon-423df7a3a7a49c8d0fd705c5bcf1e4bd,2025-03-09,92700
danamon-240f9759f5053629598737f9212ae15a,2025-02-27,79000
danamon-5052da7d33b2e9384e63a2188a84049d,2025-03-07,-74600
danamon-b199fc469f44724bea9d1e21f5255de2,2025-03-01,-5400
danamon-6865f34a6bd97d1358a9d036a001a37f,2025-03-05,-62000
danamon-f26e6447d89abf3cd4a8902a118a3a92,2025-02-27,-28000
danamon-5776ab82f2c893c668b06f66c326eac2,2025-03-04,79100
danamon-f56d31a2c94a73fb4d0c5e46154deb41,2025-03-05,-30700
danamon-b922f95a6de5047054b573fb10f29e02,2025-03-07,-94000
danamon-d6d4399680f333e63898a23da1d8026b,2025-03-01,-94900
danamon-9969607a0341a88dbfcb9bfba7e9041c,2025-03-03,94500
danamon-d55a76e667afde401d5cef938075360d,2025-03-01,-44500
danamon-5b6c5abeb1b78a23394c44fb4c104bee,2025-03-07,3200
danamon-93d9b99756167d82e882c1ea7d506ef2,2025-03-09,-5500
danamon-4d0789ef4e075f5372ec7fbfc47ff579,2025-03-08,75100
danamon-2f62a930402c7f5c6066c2d3f4896b91,2025-03-01,-76900
danamon-58c2a47eb34cc5954e410ba9f199129c,2025-03-02,9600
danamon-798507551bbfd1ef05aee5d35058ac66,2025-03-06,-19800
danamon-0d38045b7f95840f8c83905c654a56eb,2025-03-04,-36900
danamon-af285c9b6f3347ec21e4f3eab1a939a3,2025-03-05,51500
danamon-172010f491a9515e8e8aa64b92a02ab8,2025-02-27,-95000
danamon-e3f22bb846d45ba3e2b361c744dbc8cb,2025-03-08,-55900
danamon-d1ff094b5b138e11e0a1101a1818374f,2025-03-01,-84900
danamon-2b9acb2b8e732d04c142f9cbfa5e123c,2025-02-27,82700
danamon-b7bbce806ad7ccc6f04c113e9ccf16ab,2025-03-01,-36900
danamon-805f6c171206034cecae4afefdeb951e,2025-03-01,-81200
danamon-31eaa46a2a58da3ad7790c7844c883f2,2025-03-05,45900
danamon-3982d1a0fe974c9cf862b35ae7a54b2b,2025-03-01,-64800
danamon-74289058eee82ffb95b0e010b67f622f,2025-02-28,85700
danamon-91757305c939ab0cac3ed714eeec5d12,2025-03-02,-56500
danamon-2e0abbc87a5adc4c120539379e288481,2025-03-03,-79400
danamon-cfc9c941b35bc3eb6bae9590975e71d2,2025-03-09,-3000
danamon-72057dc9082332c7eebdb40af50559a2,2025-03-02,6200
danamon-84dba8e98fffbc6269392084e88aa236,2025-03-05,51800
danamon-f8f7d5d57d6ec49daa5fa4489dffd519,2025-03-08,16600
danamon-c338cbb4321c9bd9e6a2770fe7aa1bfc,2025-03-03,52500
danamon-c710e2255ff708538c4fed86f250b170,2025-03-03,-11600
danamon-a066241cd11c5cbfe8763f07f98f7ec0,2025-03-05,72800
danamon-9d127276a34641ada342b608dc07d234,2025-02-28,21300
danamon-c5a23cf203a2c700e74b56d5ca5f880c,2025-03-02,7500
danamon-6da4fec3c43e420011a313fd199e3c38,2025-03-09,-57600
