UniqueIdentifier,Date,Amount
danamon-4e19bcc9089c759b2dfb4a6d7833cf7f,2024-12-19,-61900
danamon-96c9b945705c00cff11fa625d31d57c4,2024-12-19,45600
danamon-ff3fbc890b541dd49a4f5504ded21111,2024-12-19,-92900
danamon-4df4867bd7794f54fd7f7bd8ba8e53ae,2024-12-19,11000
danamon-d81261f7fa7d3aa138e2380ef8a115c2,2024-12-20,92700
danamon-7097a8c433cd18ece121dcb9a5fad71f,2024-12-19,4900
danamon-85cc68a9cd0b75afc75e56974f00789b,2024-12-19,26000
danamon-a14ab42aca7317848f42527194daaceb,2024-12-19,89300
danamon-54ba8e6bc71768ea61874d5dfe82795a,2024-12-19,54000
danamon-756c6d6110dd53e71359c98cc1fe0cd6,2024-12-19,56500
danamon-c320594598e0a160337334a46a9d99f7,2024-12-19,57200
danamon-cac6119839e818c14e5de048a6cb4a88,2024-12-20,46000
danamon-18e588c4e539cfbdc84be4c952eb7aa2,2024-12-19,-47200
danamon-891ab1847fa0e63e49a99d00cb0afab8,2024-12-20,12200
danamon-a370156b262db13ca0fa78af6af1989b,2024-12-19,1500
danamon-21676a69743115b95d918e186b46dd1e,2024-12-19,1500
danamon-21d203911af2871e7904201d88747017,2024-12-20,35000
danamon-81892e2bf487c1b548a1d16b5655fb86,2024-12-19,83300
danamon-593a1dec52a0a71a464b6fb36c5a9625,2024-12-19,92600
danamon-c070ac7e8177fc75e56fbfda8f25ef1a,2024-12-20,83400
danamon-f3bfe2ad4ab492a6dc48f8924a4d5cf2,2024-12-20,83500
danamon-d4dfc78e46153f3ca569c02c7e376899,2024-12-20,87400
danamon-5f0d955f6600a7d963a8bab4e93f1c88,2024-12-19,88400
danamon-1d78fe77545baee5bb71be3bea505140,2024-12-19,26800
danamon-6e63ee69e34555d714f11f19d4cd18cd,2024-12-20,17900
danamon-c6758050a2bc683db9ca1c73789a1b2a,2024-12-20,-88300
danamon-fecf7e2131f344fcdadbb7384038d700,2024-12-19,25100
danamon-46eaa311679b1f33ac606c32913b7cca,2024-12-20,91400
