UniqueIdentifier,Date,Amount
danamon-6bd354d0ea83add39e71de6bbe472e68,2024-08-27,32200
danamon-fd2c51b41a5356eca071fe8126739471,2024-11-06,35500
danamon-2ced09a66881be100d8b1c3499f05517,2024-10-08,8900
danamon-3c136d6def05e4d6c45f086bb145f1db,2024-10-21,-58400
danamon-a8a72d740e3d3dbaf398d16f9efc5194,2024-10-28,69900
danamon-8a2fc4d773efecee35ab7c85669aa90e,2024-08-24,-79700
danamon-d846e7e664f2748668907c378ad7083f,2024-12-01,18500
danamon-35dde4c6850dfcb438ea65dbf8933773,2024-08-23,40600
danamon-235ac49dbd2f4b8d9ad7604d96c333e0,2024-11-10,70500
danamon-f454563fb3c36a12c0d9c3854897a67f,2024-08-18,40400
danamon-31b115ebba172db1464996d4808685d6,2024-08-17,83600
danamon-cae3c659c63508b13d1041b70d627b3e,2024-11-30,-56600
danamon-ca753bf222daacd2d3d3e970754ef1df,2024-12-07,-25100
danamon-8b981e54e27ef913017b0be54fb4d2d2,2024-10-30,36500
danamon-244149d43756ac0b3a1d342ef090b73d,2024-10-28,35600
danamon-e53fdb37eee1a8995dcf9caeb781dc5d,2024-09-27,92900
danamon-c1eb86a84447aaaf5ccdea0b97a2518a,2024-09-17,-46700
danamon-4d5051853dc422010fe57a4a393e64bd,2024-10-27,17100
danamon-a7751191084227648d77be6a117bffcd,2024-11-16,-12200
danamon-a4fc79767fe6948ecd16a4ab231f3be5,2024-09-19,-9000
danamon-b145036b486ea0055c69cae9f6932f98,2024-09-11,26300
danamon-dbb3d38bdf0d021ee61496ceed0bce04,2024-09-28,-92500
danamon-3bcca64dddb31f5d07e801e60824ec29,2024-12-08,-38500
danamon-696da312a2326107b32685c6c1b81cca,2024-10-20,21100
danamon-adfdd322088c29f281eb38e9f6bdb418,2024-11-15,-23900
danamon-1c25c7ea7c702901c09a180580978f6d,2024-09-09,-12300
danamon-bf01669303d6f593928423ec4e1b766a,2024-10-19,11300
danamon-b780001e6b3ce515d338ffbf1453432e,2024-11-29,-30900
danamon-613447aef4fbe1d2256ca724b6b3868d,2024-09-07,37800
danamon-d9f34c56bb57348db6322246484c75a0,2024-09-11,-39800
danamon-1a8aa5fa5f62e3c4b693efe036ce44e1,2024-09-26,46900
danamon-a4566ed757ec66975c9b998f6f977ecc,2024-09-04,98200
danamon-5f42d3fdd391ab0761e8beea9f39391f,2024-10-23,6900
danamon-b121ce923ca420f294b44b9adf13d3b5,2024-08-21,14000
danamon-8878d3aba99e19dbe989bf9c2581f7ed,2024-09-10,33800
danamon-c7a735d6f7de9175ee3e4e69c8891fec,2024-11-01,-23200
danamon-fe4bb39f66e4cda8034f7d055e6e092a,2024-12-06,40900
danamon-489f938fba20a58e46cba1b0c2522f7d,2024-09-14,-73400
danamon-8e150e42e8e4d0e5ad6d1a7687596058,2024-10-06,85800
danamon-9ff66cd3ab74c546c15d39910f6dadec,2024-09-21,-94400
danamon-a10c7faf065251b929ff4a752291b43e,2024-10-30,-3300
danamon-c170898d38497fe323ef1c0b53a56cf4,2024-11-24,80600
danamon-bab489f23beec1d6eeba0eaa6f79ac6a,2024-12-05,-83100
danamon-fb1c7540eae43b370049da315302cf2f,2024-11-16,-57600
danamon-a70433a7da18be7225a700a5031aba7a,2024-11-10,-8900
danamon-b7788744e9169520b39ebb904b5e0d39,2024-10-24,78200
danamon-2fe2c814579efd5c3e58bf3b8fdca9b0,2024-11-21,98300
danamon-b130282ba7183112be5baaf46772df16,2024-09-30,92700
danamon-9cc0534bd24ac80ac0bf1bd2617d3122,2024-11-24,94800
danamon-16950cfde048d5b343ed7d0650a38c97,2024-11-07,43300
danamon-d7906da08f5b31a353aacbd988ac6a39,2024-10-10,53700
danamon-c799d3750f3cc4fcbd0034198ae4db29,2024-09-28,75000
danamon-03ef228cd7e82f48ed700661362e3565,2024-09-13,24400
danamon-75bcb9973c45eeb012ca14805673450c,2024-10-19,37400
danamon-35886bd37f54edb835a6be59c38a2e36,2024-11-15,-89300
danamon-75e80e48d0b9b6ebaaa52cc391e3d531,2024-11-20,75500
danamon-97873d9e6b3b3237cffa90d4a59d7604,2024-08-29,24000
danamon-7b13b591fb976eb6cd9f6c09eb91158c,2024-10-30,42300
danamon-51e431465fd62895613cb3c209f8044a,2024-12-09,84000
danamon-6a1ee9ce50978d31ac91e81950952e19,2024-10-21,8600
danamon-a7fb888f20e44a016ba4372f119d7c7c,2024-08-22,1500
danamon-6a24cd6aba443f5df4a5cd732fc3ab00,2024-10-09,76200
danamon-ebdd317e93645b91e931d130f58253b3,2024-09-10,64300
danamon-bf25b3751ab146a43b67143c1e53e6fc,2024-09-27,37400
