UniqueIdentifier,Date,Amount
danamon-d08e109d022dce65557fb069e8bc0f21,2024-12-19,98500
danamon-4eeb3b60ac3e8e30b2f1d459ee71244b,2024-12-19,24200
danamon-76360ef5330470804bb5744ab68278cc,2024-12-20,59400
danamon-59ea2e6f41dd5aeb0780520425f40f55,2024-12-20,18700
danamon-9e11c5b309afb8e78c5aaf02104438b9,2024-12-19,-14300
danamon-fa89dac44e7e4fe392819bad28b09f43,2024-12-20,-39200
danamon-ecadd7db8d271a0f88988debf69fe2d2,2024-12-19,-70200
danamon-fa6f4ed3dea66c05c69e2e64adc7a3cc,2024-12-19,19600
danamon-dcfdabcaa29f49ad44d493f88eb8c6da,2024-12-20,75200
danamon-4ea6aa12d76ffaa941cbb8469527999f,2024-12-20,87800
danamon-99636fd6800529185fb588c4121d9820,2024-12-19,26600
danamon-85104afbda8284215c06134790509bcd,2024-12-19,49800
danamon-aa61e1f6e7785290932a340a6b5a58c4,2024-12-19,43200
danamon-acf302eb30be9dfe73e7caca974d322a,2024-12-20,93700
danamon-e1706c9e36e65d58452850dbac63b2fe,2024-12-20,-71500
danamon-8d214a0675abad4bde2003962748201a,2024-12-20,-47200
danamon-17e5ef4c17d16b3adc10bdd87bded339,2024-12-20,-92800
danamon-aeefc20f12b5266ca02615483773792c,2024-12-20,51600
danamon-dda52b280e828fefc2156f76b71daa14,2024-12-19,90800
danamon-6e168a3c35488d98fe2413892b8f098d,2024-12-19,23700
danamon-7368fcff33a831b56d491dcbdff33ce5,2024-12-20,26100
danamon-de6bd4e4949e7cb0a4729dff27e70ffe,2024-12-20,-24800
danamon-2c0c98c8a083d92df99d455a95efeb13,2024-12-20,42000
danamon-388ec8a94b3a3561297b86eeadf750ff,2024-12-20,-56100
danamon-65aa0152012d936f11ff8060f13019f0,2024-12-19,65500
danamon-78caea6e9d19b7a3491045cbd02ab0e5,2024-12-19,89100
danamon-884e3533f8109ec95466833b35454891,2024-12-19,82700
