UniqueIdentifier,Date,Amount
danamon-00b748803a296a669e089a8193b1420a,2024-09-12,17500
danamon-4425d5fbdd966f977f2b370c55d2a552,2024-09-16,73700
danamon-ae423f9489a9459952bbafa8941d33d2,2024-09-27,47800
danamon-00657918a6bf78a41284ec45622d4760,2024-11-27,7800
danamon-722b0897c87946502737b1098458620d,2024-08-29,55100
danamon-e06af1d7202a253a3be3fb70ecaa8289,2024-12-19,24700
danamon-683b698514bf51edf0902969433e91ab,2024-11-09,-13500
danamon-47d9594da00d39cedd811b6aaf71239a,2024-09-17,90500
danamon-df60df571cdf0bf4b83598c95b4f6567,2024-10-16,-44600
danamon-1f7cd88aa10a4d8cad9ee14c40ae0be2,2024-11-27,35400
danamon-49762217242daea7d4e0116361da7810,2024-09-09,10000
danamon-b65b9720177f530c14ca95eede0eb5e7,2024-10-18,-19700
danamon-e61a2b4ee0738bb97de1e1a4353e3731,2024-10-10,2900
danamon-9cef8b72f16a677fa3ffb5b84c88f8f3,2024-10-22,99300
danamon-22306b51306d8df0cdfabe033264387f,2024-09-17,2500
danamon-b3b6f0369c001281e8349707ca6913e9,2024-11-21,56400
danamon-96a7dc11e4dc608e131d87e2da277745,2024-10-25,-45500
danamon-4c76f6284c1542f35245cd1331715e05,2024-10-16,70500
danamon-0af5814a235ca0c0a765ef58ea79e35a,2024-12-08,36300
danamon-7bab1e475e82190a3eeb1976937f582f,2024-12-16,83400
danamon-f0aa825b7f8ce9fcd433d578b2ce94a3,2024-11-01,-47500
danamon-c0afd0026c8438ffca74cd6458c637e0,2024-12-01,43800
danamon-c373f4ce9a5aa6158edba8aaf43091c0,2024-12-12,87300
danamon-134d074e8bb87aed25a64704764e2111,2024-10-04,-79500
danamon-a30b19d603c980a6c049a4421284a8c0,2024-10-10,48600
danamon-5461bdadf22f359dcbc161ad37d97ba8,2024-09-17,-58500
danamon-991e16d3a48d078bf2bed125618dbf3e,2024-11-16,54700
danamon-2227890480f3c5d5fe310ea27a44c99a,2024-12-21,79000
danamon-ab2c806b3e98b6581823f7f34c3a405f,2024-11-12,64100
danamon-57ca4d03fa528c86c3373ea53c1f49a0,2024-11-26,50300
danamon-36bdd9bb0b62d93230365158c674080e,2024-10-03,23700
danamon-ec02e59ae4d5ca9e4cfdfd69c814c174,2024-08-27,10000
danamon-eba5d9543073a9bf0775d534c2a7bd4a,2024-12-05,40000
danamon-0e81d8f2877e3827a057ee4511d30b11,2024-10-27,74500
danamon-52d898e593f0b8c4a258dfac3f4f96d5,2024-12-26,4000
danamon-3cc9e7cc45a93642e483efed66ba130a,2024-12-14,2300
danamon-1885c5e19fbe8020f7d300c9f3d771c0,2024-09-16,58300
danamon-ee43535f6e6dea57838b1fbd9311bacf,2024-10-10,15100
danamon-7abbb8b68bfe4f49118b3827c535aeab,2024-11-12,68900
danamon-9d07fc16e28c0cd5b7547d07caab6fec,2024-11-11,-81700
danamon-655d9b7c6d5bc1a8cc69738b682a1b14,2024-12-21,57500
danamon-2d7f0b96d86f11d98249ef92df3ede20,2024-09-09,54600
danamon-1a0824a755785fd9d484d96c13b0258a,2024-10-06,60300
danamon-df8fb32484aaf9748cde6745a954f17a,2024-12-15,79500
danamon-c60957b7895aa603272838aa1117ce75,2024-09-08,34500
danamon-0d6015b3c0da75ae63eb6c90ec7c8b5b,2024-10-19,30000
danamon-d90a9482768b43f5d9cb94ea8c35ddc2,2024-11-10,72100
danamon-585735277e9324aff8d2f1fbafdf4c8e,2024-09-07,-85800
danamon-bbfb1db0d6f44b1036ccb9ff30d9c989,2024-12-14,6400
danamon-946ec0daf1746c38884d863a3459c0c4,2024-12-01,-64400
danamon-5d10824319abb6798a2e22221e7cae6d,2024-12-20,36300
danamon-84b70be45c98ded0fd8c81b59c35f9da,2024-12-14,-99300
danamon-298ad151bd55caf8395430547af5a6eb,2024-10-31,18800
danamon-0be3e3ee1f08fbb2699775822635b116,2024-09-24,83600
danamon-e3a3b7509ad3fb145ccfe2025d5fd5fa,2024-09-18,5400
danamon-7ea08c46af9d2b8bc33055a7e765eff5,2024-12-04,59300
danamon-8dc3c9ad8219922012444a0414d02aa8,2024-12-25,41400
danamon-a5230bfe7e23e44a872e3cea885d70fd,2024-12-07,46300
danamon-49e035b5052fbe298354b7e33bf11991,2024-08-24,-83000
danamon-4806011dce1038c85d667ab0abbfacb7,2024-11-18,79400
danamon-282e66748a6b33c3a323a584067e08b3,2024-10-03,-37100
danamon-34e437919f0070bfe1da6c448c461ec7,2024-10-26,29700
danamon-12b3f727ba5fbec24ecb51edfbdbd5b7,2024-08-30,25100
danamon-58e7dcb334770e536cccc1dc63e380a3,2024-12-26,9700
danamon-0efbcacd61bf8df4a5da86bda6405532,2024-12-28,81600
danamon-cf7a15904d6516708cf3f8ea957c51b1,2024-11-29,70300
danamon-adf2c406770086ffc991ce01518c0f2d,2024-11-03,-16800
danamon-c6a498276eaf4171a68985370fae44bf,2024-09-22,15000
danamon-c1190ab1ebf915467a874b6def12326a,2024-11-10,54300
danamon-84a69c5ffa63cbc8fe0f0f5c02831199,2024-10-31,57500
danamon-a4f104c63742e86ce89844e4f4e2b238,2024-09-15,18100
danamon-380ae60b763ffa4f4262f5d12d178c68,2024-11-13,-92700
danamon-b6bbd99f95dc6adab6312cdb07ebe3a9,2024-09-10,59000
danamon-5d1730b34dc7730eab7440f094b2a721,2024-10-11,19000
danamon-f7cff3ee78d06017f77266a2e90eb684,2024-12-12,13000
danamon-9a30667477ca484e83f9bc0a8f36e501,2024-11-29,-43100
danamon-d25f672e63763ff57d82e7f04d63779b,2024-10-04,6900
danamon-202b16c5472ad0fb9adb48b92bce9d13,2024-09-11,-34000
danamon-1500794fd80a84fafd59cc7d32f736b0,2024-11-29,94400
danamon-8190d134311a779e2f98ef891c48e6d7,2024-10-26,36900
danamon-9a874517c2c4693024f2397063628300,2024-10-23,-61200
danamon-4a24634bb6c88383459b005f13342b23,2024-09-30,46100
danamon-5c7a0b95f81ab24dd0c00c61f61b146c,2024-10-24,1800
danamon-ae6de8cdc2a85f0db56265285eef21e8,2024-12-03,6100
danamon-80dc0631fe0b4dd3aa0ccb4dad36ba1a,2024-10-28,-76700
danamon-5f8ec0720dfa4665441c823b05fc121e,2024-09-26,21900
danamon-9eb322fa74da528ea3c727d54ee3239d,2024-11-23,32100
danamon-c4af1c17d4a62abb2324f8626cbe1bf0,2024-08-26,47700
danamon-ba4eac5915027981995682c3a922122a,2024-09-29,-57200
danamon-751f5a95f294c85af850995046f84cce,2024-12-23,78100
danamon-fc17e1622cfadfc385c421b69f734879,2024-08-25,33800
danamon-2998ab6e6eabd2b14206e306b8c0f1bd,2024-11-13,61100
danamon-67501ca3423fde7d7b0289bd1e9f92b4,2024-12-28,79300
danamon-345e49484a97b260061caa9047d388f4,2024-10-24,19600
danamon-d740f8cb740aae5c6d325515e9747b7c,2024-10-06,24300
danamon-75bc0fc893ec72b3c2e3bcb03fa5e534,2024-11-17,85100
danamon-b813d16f393c8d7df50891501237e561,2024-11-19,78000
danamon-c19624e651386d1ed02c6d9ac4d57da1,2024-12-05,-24800
danamon-242a196b884edb77847d1761f9f3eb37,2024-12-12,29800
danamon-2174eab89e56158ebbd4cf4a8a76357e,2024-08-26,1100
danamon-ab4d5a242ef5515285dbcc12beb78e52,2024-11-11,36200
danamon-5adccd0570184315e5f8dc35869d6e7b,2024-10-09,99600
danamon-094cbcdd2ae6dd9def2632dee3dc7d86,2024-09-12,75500
danamon-36021557f7298096e01a55f8aa1530f7,2024-09-06,39000
danamon-d173d5f470ff805b949259d486b24496,2024-09-16,83400
danamon-3f6830e0b8634c92fda2a7b2173fbe36,2024-12-04,63500
danamon-28e6cfdb3e0f161a503fb7848c133841,2024-12-14,44200
danamon-84a656988ec1c50001027c828f4dd3a6,2024-12-04,67900
danamon-c6ada1004fc08879238f5573154fb088,2024-10-10,31900
danamon-520fda89088156b9cf1d323077a598c7,2024-10-24,-12800
danamon-953e8c6f478a8f233e2928fbe3cfd012,2024-10-25,34100
danamon-3f3bbf2e20d2478193201fbdcbb006e6,2024-08-29,-25100
danamon-a9778bfc3f1c1c987e386a4bfdf36409,2024-09-21,84300
danamon-f04511ba0ebff505d84bf594d278336e,2024-08-25,51800
danamon-d432c282dd4eb44a8a00502c0ee818b7,2024-11-10,43300
danamon-7a2bd9157f0aa1e66fba44c2a111708f,2024-11-05,70000
danamon-1cd224034f0495541c1d2dfe152ce0d3,2024-10-23,82200
danamon-1fdd9e9a77034325ef04f99ca8577f17,2024-11-07,28300
danamon-b994c8c631e9b5ba5cc691c4862edb18,2024-09-12,84200
danamon-3f0cf0ecea3e35cf4d6328043fc590f6,2024-10-20,36800
danamon-6ae41a83a8538c076fca89b3d02653bc,2024-10-20,15500
danamon-4d01ae2b2d454b0e17f88abd8312bd6b,2024-10-06,77300
danamon-a702f7ffad2489616dcfc4717ea8f2ef,2024-09-29,66400
danamon-ad8f04ee181b714cf7bf78c5e83ac8dd,2024-09-26,79200
danamon-c941f3b44d22f8ea72590ea1b04aebaf,2024-10-03,38100
danamon-e0745002a31b0e0b9561c251c1250d3e,2024-10-14,51900
danamon-5bed04693ea675007f6f65d33f978738,2024-11-27,11100
danamon-b5386dfc1f8344697cfd3a418fdc7352,2024-09-08,97800
danamon-896c31ea6a9c20f5635f30973587438e,2024-11-18,72600
danamon-deaecb37da0978073491014cf6cede8a,2024-12-12,44200
danamon-cf2e29e73b0474850c1d1018b982da47,2024-10-08,10700
danamon-a653376294c148aab1064c7ef01b37a4,2024-10-19,31800
danamon-aecda61226a23f8037488f93407f4c31,2024-10-09,58600
danamon-0aad67f801f8757518d079fd0dedbbee,2024-09-14,18200
danamon-df79335ded0d7b1d4a5f0472e4a37fa9,2024-09-24,21100
danamon-79cc4fc3173fad75d420941cf9a27454,2024-09-18,-15000
danamon-ca8f1ccea623da2119d96c9811517d5b,2024-11-27,17800
danamon-2f30e6dd4053684e444c81fdb4d83823,2024-12-22,89600
danamon-b1ca0ec7bb24f8db5a3b838a59b2eb36,2024-09-02,88100
danamon-66d692534f287ec9fc15dc80f5b58f45,2024-10-29,8300
danamon-227b09143f0bdc495e3b017230d87058,2024-09-11,82200
danamon-3fe0d791ee084b365ce6a39171e40926,2024-11-17,45400
danamon-77d077fef6705ad8ec6954d3e17ed6cb,2024-11-09,-91400
danamon-a7f3c1d17f26ccad8ec129b3e257d2cd,2024-11-10,86200
danamon-27d21e3f09533424280d8a47811ae438,2024-10-20,65400
danamon-98dadbbd79afe6ed1134a36bccadc8fc,2024-11-05,90400
danamon-e119290327a135c8fc9a426f013a94b4,2024-08-23,73800
danamon-ed0560ca0cd7b26a76d9586412cdad93,2024-11-03,68400
danamon-3491f2529e403930f37a2bce9d9c9fc4,2024-10-30,-11800
danamon-46801aa1abccd619480ad04ee1aa727f,2024-09-08,15300
danamon-599a68c451e70c2aacab608c9e74bb54,2024-08-29,72600
danamon-cd1e835d560a62e2123f2c5fdf7c6828,2024-12-15,-83900
danamon-eb5e42550b02fdf6d3ed19e61aeb03ef,2024-09-17,-13800
danamon-9837689fbcfd5a7242d88c05f873380b,2024-12-21,-20800
danamon-76bf8ed07b369f45e47b303f5e3a8137,2024-10-17,48800
danamon-e20981fb15863a1ba6641ba9a8ce1c75,2024-08-28,95500
danamon-78594156877c2c33e32e5355c4d44339,2024-10-08,27400
danamon-5525016a1e9abf4b2f0ceea9d35c48aa,2024-11-09,55000
danamon-ac337c9f39878607bfc00ebdf98e2abd,2024-12-23,14000
danamon-95896f7395ced2296dc3629b326287a0,2024-12-28,72300
danamon-ab6d8609dcddd25300d63ba1db945e95,2024-12-30,64000
danamon-dba5874dcef7b61a1619c84d4c46ebaf,2024-09-21,34100
danamon-0b2283789960a3e1cac73c4162458b34,2024-11-19,7700
danamon-f1f9cb6e1118835701e6fb58446e14d1,2024-09-07,33000
danamon-f56b1db0e6c52941660346f605fee116,2024-08-28,80200
danamon-52551f973c22e210cbce2ac29608a173,2024-12-04,2700
danamon-53f62b4498d04a1bfc24d253fef8ca33,2024-09-28,88300
danamon-161a3d645a2dd8748e0b7bd5297f344f,2024-08-26,-66200
danamon-ef28be34087e05b807b39a4bcbb5fd97,2024-12-25,16600
danamon-493bec42601e477dce3b1b166953232f,2024-11-01,64400
danamon-21f1a1025b492095c032351ba9ce132d,2024-11-30,-10300
danamon-9b535b62c7e5f726a1fcda00e4ae6b90,2024-09-20,-8500
danamon-c663e5d8bbfb6ecca1a28768351dbecb,2024-12-29,14400
danamon-40badbcd7befb6a436d838dda7fe5810,2024-09-12,70200
danamon-867203aaa9b75a823fbfa37d688260b6,2024-12-13,84700
danamon-8602bd72739738963377a0493b021a5c,2024-12-01,22200
danamon-5803f4974bcb1d7a5a3ec489e4d4b108,2024-11-06,58800
danamon-57d26da25436fe0c8751f09b6a34a804,2024-12-25,-17000
danamon-0e0b473a7c43256c1a89f3eb7c88e8ea,2024-12-27,-70100
danamon-b70ba122915219ba354daca9b7c0dbfa,2024-09-18,71100
danamon-b60dbca10c177bb520e9e5102fb3c388,2024-11-12,91900
danamon-da2f5c90217e073cf8f71b26d3106ab0,2024-10-14,86500
danamon-478d4798d084007a46fccab80baa57d1,2024-12-19,-95500
danamon-fbf211f6f152ad48a034a097df800c85,2024-09-11,-2900
danamon-f3efff3f9a8a64e1308b7afea6166744,2024-10-31,-49500
danamon-7af8c531bee35a45d00dc28e70ace2ab,2024-09-19,-16700
danamon-553dea4d51da94ed83d55c97303dcdfd,2024-11-03,8300
danamon-0af75025020b3f8a550d1d2674074315,2024-12-17,10500
danamon-46111d075ed4d159a0d52dcabf87d88c,2024-10-29,94500
danamon-173656e4e37c3d140aaf409abaab0668,2024-11-01,83900
danamon-6193ac0133b6b2e963a0329add1c1937,2024-11-19,84200
danamon-337efec57b16bfe9b5d08087b055fe49,2024-11-27,40000
danamon-550e364485dce5716cc7f02a73df4365,2024-10-28,43000
danamon-55702c21d7048c82c37f50673e9d7050,2024-09-26,-68500
danamon-9be6a746ff4458de431212af6f596103,2024-11-08,-5300
danamon-9cabb90d31ec784359ea9c1214055d7d,2024-10-19,24300
danamon-0ab61791ef417e931f27af24dae4aa3c,2024-11-23,69200
danamon-a31368575993e42834e10dbbaffcf118,2024-09-21,-4000
danamon-e954ad1f5f9964d90e9c6354622fa739,2024-09-28,58300
danamon-efba253b375ba7a312cd9be6bc7dc1aa,2024-09-26,32900
danamon-e5f709b5ec78b5ab11d92b6448e33a41,2024-09-27,93600
danamon-000062a0eec52fd829db27878a05785c,2024-12-22,91400
danamon-3c73a6150e83a3f2e54cba8ecd22de1f,2024-09-23,-42000
danamon-7619b2f018aebc45fbb420823aef09a4,2024-09-15,-96800
danamon-ea37f7c0b5a3669f900e645e82850d54,2024-10-01,56900
danamon-60d25e4a153151c10645a96c75554204,2024-09-18,-14800
danamon-efa101962076a4d45465c18a50c8e12f,2024-11-07,76500
danamon-b69ad2594a3c11c60adb4b3f99440250,2024-10-05,9400
danamon-9edbe7644ded48380c54b3503a73f748,2024-10-25,20900
danamon-4503110c33042f7972e0c82822c0dd67,2024-08-24,54100
danamon-520062edb84ac23471c80a5458a51a60,2024-10-12,-40200
danamon-d56de44156ca75d074ca990beba27fdc,2024-12-15,84100
danamon-2e97e8cb0a6487d21995918183e89461,2024-08-28,81000
danamon-cbdf0066b75e7ec6a7883dd05c4ce9b0,2024-09-14,16100
danamon-3f85811cc29634d3c501e94beef60dfb,2024-12-22,-55300
danamon-5d48e503a6ae985bef8babe377209760,2024-10-18,77000
danamon-dc862c08e6b5a550c68caae3e4f8f6f7,2024-11-15,2200
danamon-6288e700e4295d404858a3b7861189ce,2024-09-26,-33900
danamon-e047d16e1b52a9ee2898b06c83bad1b4,2024-12-08,49200
danamon-d91935a544ca3a36447a551051f56c1c,2024-11-01,-47000
danamon-339ff1b4a2c629c6825410050492c132,2024-11-01,78600
danamon-e09b77d6761b90ce3db9debdb2c6e3b3,2024-12-03,12900
danamon-0351e8150a9ce2ef88949e4e3867892e,2024-10-16,60200
danamon-defff7ff50f38cd3eee5b4858ed207ba,2024-10-15,27100
danamon-ec6cf1ff5895659f6a0ba0f768bd5a62,2024-09-08,24300
danamon-f082f9653caf8a0952840ab22a3e2c91,2024-10-13,32500
danamon-6ff2a1a18704c3b7e8b909e2f983f8c3,2024-10-10,-50700
danamon-7f043d463799b90658973865d7276492,2024-10-10,23400
danamon-40ac11c23fca076e83bbeccb632699e6,2024-09-01,1600
danamon-a91020ccc2ffe3c5a4548a748119be92,2024-08-26,36000
danamon-2b4bb5f7301b13aaed78b5f305f8cc05,2024-09-27,50400
danamon-6b201daf533ec455ab76038cacfb4046,2024-12-19,85000
danamon-4007ac935b2e3b899f29b24b692eb4ff,2024-10-27,23900
danamon-42277e5ca9a1c43785b9cde67de080f4,2024-12-11,55500
danamon-8c1d0e65793a4de05647a3a4af8bf49c,2024-11-01,3900
danamon-f51584da91cd0deb6b8daa969222b327,2024-11-01,-67700
danamon-147e0ec8e63e1c81c47225065f10e73c,2024-11-25,12500
danamon-d72520b4acb435b7c3174ab035dff868,2024-08-27,-99300
danamon-75173ba54f8791a63db8977666ce8c45,2024-12-28,1700
danamon-1c71bf077fc3b71755f772a290e53295,2024-11-18,-59000
danamon-ae5e58d2ce8724f5646c3dc32e4e3b21,2024-12-18,65700
danamon-969667b67b2324ccb12d3a72a846caa0,2024-09-15,50300
danamon-8206f388a952463125196987f80a29e0,2024-12-27,-78700
danamon-d3a30e067856c5d3a87b6ab096d7e98a,2024-12-11,94600
danamon-794d54e24e709de6755331bc4255913d,2024-10-19,6800
danamon-7aa06c00cda9ce485587b47403594d8a,2024-10-22,17200
danamon-506ef7a7bcbb955507b44c55b5fb8663,2024-12-23,-8100
danamon-c53bf44709b4b485567cebd31a77ba85,2024-11-04,9400
danamon-24895ba15331d3d60fe7a452f193e73b,2024-12-21,20900
danamon-53e6aa2c784f2a70f46ff7a441d9040c,2024-10-05,56500
danamon-991dfbabdbad1e21dc4fb95a70b761cd,2024-12-17,46500
danamon-a070385f758bc2dbf5a2d162feada161,2024-08-28,90900
danamon-42e0a608a28645c24f6a245d0c4bfb57,2024-11-15,-54300
danamon-6ec3b982e8907516aaac8b5dcd57a833,2024-12-19,57900
danamon-37049d1194d6af8581550f75ed977210,2024-12-29,62400
danamon-3ce3533209dcb2c43fc668185b005ad6,2024-10-08,-98700
danamon-7abc745dde5c0b867ce27a0984e08ac2,2024-09-26,31600
danamon-b0920671646a9ab2bfb76685c2aed0fd,2024-11-15,6400
danamon-7552da46f60b9eff58ba4085282a13b0,2024-09-03,46700
danamon-c2f271f74882127bca90d2e1d3c4a4ac,2024-09-20,50800
danamon-2d816f50a5b0396c28dce78425aafdc2,2024-11-18,73200
danamon-2c74b9ea3e7a691b5797d4918311aa57,2024-10-30,-31500
danamon-8930471af065ac03b26da933e6c54fbd,2024-09-09,3500
danamon-c3773224ce55c53c271fdbfcd21b8087,2024-09-17,-65700
danamon-c18629653714b026f2e54f6c6e223a5d,2024-09-09,6800
danamon-30d9dfd58a7691dae8c6c495f07f57ca,2024-11-13,47900
danamon-877c84d1fcc7a87bfc3bc2a1b1a4602e,2024-09-20,34100
danamon-b063e4f605ec7617c107f36a9db9a0ba,2024-12-22,31400
danamon-a366ddb3d23ebe265086db268e5f2aa0,2024-11-07,8400
danamon-ac5859a6dc7b0a5cb28ffdd64868fb39,2024-09-07,44600
danamon-12979ab7180ab8780b26ebbeac8dfe7b,2024-10-16,30100
danamon-f62eebb3cc7545fdcf9eb7572ff34aba,2024-10-16,28200
danamon-26a2e2a8131f9792bfe5b36091d1eec6,2024-12-19,55200
danamon-c0cc7bb27dc35f38549062f7f2e8052d,2024-11-03,52800
danamon-6eb31fbfe361e1895e8b0a7ea6fc2387,2024-11-11,47400
danamon-f713e8a4c1734c82b2c09ba581281bea,2024-12-29,48300
danamon-7e6c7672928b294c6aa327a935d7bd5a,2024-12-18,-32800
danamon-0f8a799aed7aca4f42463e3d986be50d,2024-11-25,-7100
danamon-43085c27198f3078c3ac39ce5a57e736,2024-09-06,-99400
danamon-eca94d92dceffdc5470e12ae2a8e0dcb,2024-10-26,61100
danamon-eed91a002ac193c1adf3c9cea6142491,2024-09-27,10800
danamon-a8a50b9bff4bcde2d3ac330d7120b3ff,2024-08-26,97600
danamon-35f361689043564f90db1b4f4875ba6c,2024-09-28,4800
danamon-b07372512a8f08d6fc042c60dff5cbe0,2024-08-22,2700
danamon-3d6ff7d5af920b15e581b4f55b7c5e4c,2024-12-07,41200
danamon-bfa4625853efdcbf9aa7f3901435699c,2024-09-29,-6100
danamon-88d86f93b0dde896570c36bf6565d6d5,2024-11-15,36500
danamon-14b5263f0882776d4ccdb057f842d8e0,2024-10-13,-68200
danamon-de4d3c57799949e0c40a6cf670598ea0,2024-09-05,5000
danamon-b98b66cf08c3a175b04ab2e228e0e400,2024-11-24,63500
danamon-8e278a69189455ed9c68a3a027fe3229,2024-09-02,68600
danamon-cc4beec7df3c3c0137728b6819113950,2024-08-23,-2600
danamon-bb5cf4d8bf94aedf1185bd539b751ab1,2024-08-25,-34300
danamon-37e5ff775ecd1f04ad52ab7a49b43611,2024-12-10,9100
danamon-f45f2bd341ea7e1766d38dcc64e636e4,2024-08-24,53400
danamon-d8e00e46579a68adb70eba9aca3ead42,2024-09-13,-75000
danamon-b869fa3da7effccb8b5d3aa2a3df8599,2024-12-21,16200
danamon-1e9b9f696d4991b8a3ab507804bea31c,2024-08-28,36200
danamon-3acd228fd40c911be3300e5a78660c59,2024-12-27,-97400
danamon-cc29d04757b854d213399a3bf31232fd,2024-09-22,36000
danamon-4309ae861503eb140bebaabd8134709c,2024-10-11,12700
danamon-699d4549704f4fc60aa7d604685f2895,2024-11-28,54000
danamon-c09f1f12cbe2cc38e78c1d6829a356a1,2024-09-30,-62700
danamon-b0feb94be8a407375db92299bff7e1a3,2024-11-19,-46200
danamon-66319f9224249dc8e213df97bf012df5,2024-10-31,95700
danamon-67b2c3dd443785346fcaae8d7d5d4909,2024-10-03,48200
danamon-e29beff16cb4c86e86b05975285e2a65,2024-10-23,-29000
danamon-59017352cd499c6312f36ae543c9e1e5,2024-12-16,67700
danamon-34aeb389941874771dcf9576aff1e982,2024-12-12,40200
danamon-c70403f4f6d419d0e1d1293454eead23,2024-09-24,-14100
danamon-c3a0a6d6056776661f8356344265b0ab,2024-09-03,-96200
