UniqueIdentifier,Date,Amount
danamon-d219023853290b6f857dedb5fabb6bc6,2025-01-19,58100
danamon-3e9b0a49885b5fa03cd17a747df00268,2025-01-24,20100
danamon-c462986f8addcdb7f979e0880508541e,2025-01-18,13200
danamon-b3ff9b8ff8a7d34f51cd4a934026af9f,2025-02-03,90000
danamon-481dbd5c5c65e1a8dd8b09e10e5d4775,2025-01-14,66300
danamon-ad4ef12e994087db077a5894466c7bc7,2025-01-15,-79600
danamon-90abfaafca438dc7a9dd1adcc78dd7a1,2025-01-19,46800
danamon-139f07f4fefb03e5b3e65ce0441ff7d1,2025-01-22,33900
danamon-eb27c3a1ca38cffc747e78fb4b947c7f,2025-01-27,-28600
danamon-32437d29a4c2282b6ae2dd4d39fa0376,2025-01-22,75700
danamon-55b920ed7edce938e72584a8850b1a54,2025-02-03,-78700
danamon-c89a337969d1093bd7ee64230b726e13,2025-01-31,26100
danamon-cea4237c2ec30c44d36bd5773391a80e,2025-01-29,-86200
danamon-c0a58e9e1602316fcf8f2e30574dadec,2025-01-22,23700
danamon-82828336030c9e28c7fbb040fd768f3d,2025-01-21,-83100
danamon-6aa012d690b77c0987dc666a4571df16,2025-01-30,52300
danamon-7d316170f2681c070eef0ecf79ba8f14,2025-01-20,52700
danamon-af62cc56bcf7a59650dd377a7b9233c3,2025-01-30,96000
danamon-a2343fa786112a810a86b4bc95e83429,2025-02-03,58500
danamon-fac73ac16b12e3536a86f341738fc1c5,2025-01-23,42200
danamon-16b6b88009c5194cd9bbe313d0dc90a0,2025-02-02,-93900
danamon-f819f0035df631c1b739bb6429615d10,2025-01-14,-33700
danamon-d9ad7a86467542fcf3337306474c3755,2025-02-02,80800
danamon-be3abf949bc77c4375f5721c7dd753c0,2025-01-20,2600
danamon-744844c8df92e57e28b4d11ba70bd1bb,2025-02-01,8400
danamon-110b3f4473cc364fa01f83050c2e6aa0,2025-02-03,53000
danamon-91d7c1abb37aeb6b1adb1fa9c98376d9,2025-01-24,8800
danamon-512251ac1f25a06ce55e0a631af12b8a,2025-01-23,-59400
danamon-af3d89c5e9c7ffad50638c7ce464299d,2025-01-25,89000
danamon-067698bbb7e597e46dac92622b64b4e7,2025-01-29,15700
danamon-f335aa811b3808cefa25e2a1dbf9aba7,2025-01-26,19800
danamon-c65d15c6f780e850381601dd813937c9,2025-01-30,79400
danamon-fa692244e67dcb9bbef5b61a598ee7a7,2025-01-20,5200
danamon-79c2773299d502ee9ef4f719cd51e2ea,2025-01-15,-83900
danamon-2f2d64a098189e18c03eb065d0677f4b,2025-01-22,87900
danamon-020f7b9c97904b938a810bc53da08b9d,2025-01-25,5600
danamon-beb305824b15bb29b79f36b5897981a6,2025-01-25,41300
danamon-0180eb2628d0630c24f6e96b832ccd32,2025-01-29,44600
danamon-6795c4f091c939a63217c47630259513,2025-02-02,72200
danamon-ccba9e933765638cd961bd5a2c9cf410,2025-01-26,10100
danamon-b93f26a6d58d9e0bea5b6a9978e56d58,2025-01-21,-28100
danamon-ad629301224052345f62b2e95d7e27c8,2025-02-03,-66700
danamon-a5bd9afb6db6029aa20549c5d2e6404f,2025-01-30,-17300
danamon-a59e23a4bf4572010080d8140713f0e8,2025-01-22,8100
danamon-9a65d1cd9a78969e132f0f4cdc519da3,2025-01-26,5200
danamon-2ed9402e42e691f76ec24876d263daf0,2025-01-24,74500
danamon-6ada3f8a1fa753e06975846519420d08,2025-01-28,46800
danamon-2251b731c3b9a5a514cf2f6246c901e5,2025-01-23,-56900
danamon-f7f4e46a8eb396c059efd3c24f14831b,2025-01-27,84700
danamon-4f271cc06de3c31438e887d9f26a465f,2025-01-31,-99100
danamon-1fcf5971863f329067fca7f97eea548b,2025-01-21,85400
danamon-8285a85604f8eecf80974046e7d00348,2025-02-03,19000
danamon-bcee76c5f4aa7c13215cf6077936988b,2025-02-02,63800
danamon-ad8f07e46b0ac1f5baa7245604562c9e,2025-01-19,41500
danamon-9f3ec6c2b49c20ac7eb22d0a483d6e3e,2025-01-29,51400
