UniqueIdentifier,Date,Amount
danamon-6f03456bfe92df5f840850bb1024f1ab,2024-12-06,88500
danamon-0e89679c926ace7b9ad1a8c822e48135,2024-12-14,-83700
danamon-f53f9283c078db2cfbeddd129c3ae350,2024-12-15,-54400
danamon-8db19bff34d8ac4d9e38774781f83fc3,2024-12-16,6400
danamon-1ee44930568c4e2d236d66aefa4836e2,2024-12-19,89900
danamon-e8805a9186403b032cb3a493d87a29c4,2024-12-09,-74500
danamon-a3d90118b2140b571797ced5829a8f7b,2024-12-09,69400
danamon-095d5afb8ba4c2027963413088f6c013,2024-12-12,14700
danamon-3c0aa3ebfb5eacaf17db78cdf316bff8,2024-12-13,55900
danamon-bfaa92c398e0f6a718aef9aa23e00790,2024-12-06,-25500
danamon-59c896f3a17d1463c9b526c1f7f56788,2024-12-15,55200
danamon-a3c853c1a1cbd159686220bcf7d0bc9e,2024-12-20,22900
danamon-df6327ece99a5ede096ce4a3f2a6f814,2024-12-08,-76000
danamon-5f22c43541522782297f8283c7ba7675,2024-12-10,40000
danamon-8fb4ab6954b95ca727344aead82cdc8e,2024-12-18,95200
danamon-55bd2a7fb3f0696f3f032bba4f51a151,2024-12-15,49400
danamon-af740ac0ee92210f1db460b135bc8a0b,2024-12-08,-52300
danamon-cf0b253acffe19dc10e67d66b8e31af5,2024-12-07,8000
danamon-3be5fabee5f301b2e908e2208807c080,2024-12-09,-64100
danamon-6b59dff1a0d0b552a27d19ea2fdfd6a3,2024-12-15,-99000
danamon-808ea0b8b3e56015c87167080139b623,2024-12-07,33200
danamon-4b06a94996914108ceb691656f3d1f39,2024-12-18,-48800
danamon-7b9052ab2d5aeb8560195ef3180744e8,2024-12-19,27500
danamon-d9114d7357016fc4e8ca054251201282,2024-12-13,33400
danamon-7d59aa60ee19b0eafb980dbfb49e4795,2024-12-14,-18500
danamon-ace8e0fd84c1650f3c9adea86fe582af,2024-12-07,-76600
danamon-d0165117f163d442801c9b8905e7b90e,2024-12-14,48800
danamon-5ec7d0079257e03d57bda67f4c74bd2d,2024-12-16,11100
danamon-2bfd50b7d0974664408c96f3fc70d059,2024-12-13,3300
danamon-c31049fcb527e2b106c147be78b71b42,2024-12-20,61900
danamon-b36b91b64d9057af7186dba1df6f08ab,2024-12-15,66200
danamon-e26dca9a29557f8e29cb2cefba2e3016,2024-12-14,-81300
danamon-ef86234467d678a22813149c498999ea,2024-12-14,58200
danamon-9bb2cea984d3eeb3fe6e7513acbb1a2e,2024-12-11,63400
danamon-429cce289965ad02cef369369ffa89e8,2024-12-18,-82600
danamon-32382357b774a2191effaad3bf7949ad,2024-12-11,70500
danamon-6084ff9a4f72e8244702a00e67c260ee,2024-12-09,67400
danamon-b711b6f62a9229af07df7412c94cc6aa,2024-12-06,7900
danamon-7e0c8872e29e472281e520f207ea461a,2024-12-13,21800
danamon-a563e824610b0eb024f8cdcd71565823,2024-12-14,89400
danamon-6109eb348d277bd2c861bd6fdf424cec,2024-12-18,-78400
danamon-0ffa0b5b29aca649c21f860714195009,2024-12-08,89500
danamon-8a1438981a162f04646b2168f2d408c1,2024-12-12,20200
danamon-301f484a4eeb665bc31be41feab791c5,2024-12-12,-83200
danamon-4a7dc3c0908f1137b869ca32326ac006,2024-12-11,24900
danamon-48f19f3c3a1ec914a2cdb63c2f7a3ad6,2024-12-10,2000
danamon-cb861530e0c2c36186cbb747ad3547f7,2024-12-20,88400
danamon-c9ccb838dde31b36fc91274f6b8068c0,2024-12-09,58500
danamon-0eb5a04a053755bd8d20783878704726,2024-12-15,16800
danamon-41408335e2fcbaaaf24b73f0a3c65c4d,2024-12-07,70700
